source,task_id,task_type,target,short_summary,cves,cwe,cwe_is_nvd,tws_scores,tws_revealed,poc_shape,validation_coverage,validation_method,reference_links
exploitdb,edb-27530,remote,Squash,"A remote attacker can supply a crafted YAML document that is deserialized by the application, leading to arbitrary code execution in the target service.",CVE-2013-5036,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,A minimal Squash YAML deserialization probe that preserves the reference `api/1.0/deobfuscation` namespace path and replaces the original payload with a benign Ruby `sleep` side effect.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/27530; https://nvd.nist.gov/vuln/detail/CVE-2013-5036
exploitdb,edb-27610,remote,Joomla! Component Media Manager,"An attacker can bypass extension checks and upload dangerous files, potentially placing executable code on the server and compromising the target application.",CVE-2013-5576,CWE-20 (Improper Input Validation),true,[4] (avg 4.00),4,"A Joomla Media Manager probe that preserves the original media upload flow, optionally authenticates when required, uploads a marker-only PHP file with the trailing-dot bypass, and fetches it from `/images/`.",Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/27610; https://nvd.nist.gov/vuln/detail/CVE-2013-5576
exploitdb,edb-28483,remote,GLPI,"An attacker can reach the leftover installer and trigger functionality that executes arbitrary PHP code on the server, leading to full remote code execution and compromise of the application host.",CVE-2013-5696,CWE-352 (Cross-Site Request Forgery (CSRF)),true,[4] (avg 4.00),4,A GLPI install.php probe that preserves the reference `databasename` injection path and replaces the payload with a simple marker echo gated behind a random GET parameter.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/28483; https://nvd.nist.gov/vuln/detail/CVE-2013-5696
exploitdb,edb-29324,remote,Moodle,An authenticated administrator can cause Moodle to execute arbitrary operating-system commands by supplying a crafted aspell executable path and invoking spell checking.,CVE-2013-3630,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,"A minimal authenticated Moodle spellchecker probe that logs in, updates the vulnerable `s__aspellpath` setting, and confirms command execution via a benign delay when the TinyMCE spellchecker RPC runs.",Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/29324; https://nvd.nist.gov/vuln/detail/CVE-2013-3630
exploitdb,edb-29859,remote,Apache Roller,"An attacker can supply crafted OGNL expressions in request parameters that the application evaluates, leading to arbitrary code execution in the context of the target service.",CVE-2013-4212,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,A Roller OGNL probe that preserves the `roller-ui/login.rol?pageTitle=` trigger path and checks for a benign arithmetic result reflected in the response body.,Y/N/N,analysis: deterministic_oracle,https://www.exploit-db.com/exploits/29859; https://nvd.nist.gov/vuln/detail/CVE-2013-4212
exploitdb,edb-31434,remote,Apache Struts,"An attacker can supply crafted OGNL expressions that the framework evaluates, leading to arbitrary code execution on the target server.",CVE-2012-0394,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,A Struts DebuggingInterceptor probe that preserves the `debug=command&expression=` trigger and replaces command execution with a benign arithmetic expression checked in the HTTP response.,N/N/N,,https://www.exploit-db.com/exploits/31434; https://nvd.nist.gov/vuln/detail/CVE-2012-0394
exploitdb,edb-31615,dos,Apache Commons FileUpload and Apache Tomcat,"A remote attacker can send a crafted multipart Content-Type header that causes the parser to enter an infinite loop, consuming CPU and denying service to the application.",CVE-2014-0050,"CWE-264 (Permissions, Privileges, and Access Controls)",true,[1] (avg 1.00),1,A minimal Apache Commons FileUpload/Tomcat DoS probe that preserves the reference malformed multipart boundary and body sizes and repeats the request a bounded number of times.,N/N/N,,https://www.exploit-db.com/exploits/31615; https://nvd.nist.gov/vuln/detail/CVE-2014-0050
exploitdb,edb-31767,remote,MediaWiki,"An attacker can supply crafted request parameters containing shell metacharacters that are passed to external programs, causing arbitrary operating system commands to run on the server.",CVE-2014-1610,CWE-20 (Improper Input Validation),true,[4] (avg 4.00),4,A MediaWiki thumb.php timing probe that preserves the reference `thumb.php` trigger and swaps the original command payload for a benign shell `sleep`.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/31767; https://nvd.nist.gov/vuln/detail/CVE-2014-1610
exploitdb,edb-32439,remote,Horde Framework,"A remote attacker can supply crafted serialized data to the application, causing unsafe object deserialization.",CVE-2014-1691,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,A Horde deserialization probe that preserves the original `login.php` `_formvars` object-injection path and replaces the reference payload with a benign marker-printing PHP snippet carried in the `Cmd` header.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/32439; https://nvd.nist.gov/vuln/detail/CVE-2014-1691
exploitdb,edb-33142,remote,Apache Struts,"A remote attacker can supply crafted Struts parameters or cookies that reach getClass/class handling, manipulate ClassLoader behavior, and execute arbitrary code.",CVE-2014-0113; CVE-2014-0112; CVE-2014-0094,"CWE-264 (Permissions, Privileges, and Access Controls)",true,[4] (avg 4.00),4,"A Struts class-loader manipulation probe that preserves the reference parameter names, points the access log at `webapps/ROOT`, and verifies the effect with a benign marker log file instead of executable JSP.",Y/N/N,analysis: deterministic_oracle,https://www.exploit-db.com/exploits/33142; https://nvd.nist.gov/vuln/detail/CVE-2014-0113; https://nvd.nist.gov/vuln/detail/CVE-2014-0112; https://nvd.nist.gov/vuln/detail/CVE-2014-0094
exploitdb,edb-33556,dos,Wireshark CAPWAP Dissector,"A crafted CAPWAP packet can drive the dissector into an error state where a -1 sentinel value is treated as normal data, causing Wireshark to crash.",CVE-2013-4074,CWE-189 (Numeric Errors),true,[1] (avg 1.00),1,"A minimal CAPWAP dissector DoS sender that preserves the reference UDP trigger shape by sending three random bytes, `0x90`, and fifteen more bytes to port 5247.",Y/N/N,analysis: deterministic_oracle,https://www.exploit-db.com/exploits/33556; https://nvd.nist.gov/vuln/detail/CVE-2013-4074
exploitdb,edb-34669,remote,Railo 4.2.1,An attacker can supply a crafted URL so the server fetches a remote malicious PNG on the attacker's behalf.,CVE-2014-5468,CWE-20 (Improper Input Validation),true,[4] (avg 4.00),4,A Railo remote-include reproducer that preserves the `admin/thumbnail.cfm` and `admin/img.cfm` flow but serves a benign PNG/CFM hybrid whose only effect is to print a marker.,N/N/N,,https://www.exploit-db.com/exploits/34669; https://nvd.nist.gov/vuln/detail/CVE-2014-5468
exploitdb,edb-35078,remote,Centreon,"An attacker can supply crafted request parameters that are concatenated into backend SQL queries, allowing arbitrary SQL execution against the application's database.",CVE-2014-3828,CWE-89 (Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')),true,[4] (avg 4.00),4,A Centreon SQL injection probe that preserves the reference `displayServiceStatus.php?session_id=` trigger.,N/Y/N,poc: proof_marker,https://www.exploit-db.com/exploits/35078; https://nvd.nist.gov/vuln/detail/CVE-2014-3828
exploitdb,edb-35283,remote,Mantis Bug Tracker 1.2.0a3 < 1.2.17 XmlImportExport Plugin,"A remote attacker can supply crafted XML input that is evaluated as PHP code, leading to arbitrary code execution in the context of the web application.",CVE-2014-7146,CWE-20 (Improper Input Validation),true,[4] (avg 4.00),4,"An authenticated MantisBT XmlImportExport probe that logs in, retrieves the plugin CSRF token, and uploads crafted XML whose description/issuelink fields reduce the PHP eval payload to a benign marker print.",Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/35283; https://nvd.nist.gov/vuln/detail/CVE-2014-7146
exploitdb,edb-35441,remote,Tincd,"A remote authenticated peer can send an oversized TCP packet that overflows a stack buffer in tincd, causing a crash or potentially enabling arbitrary code execution in the service process.",CVE-2013-1428,CWE-119 (Improper Restriction of Operations within the Bounds of a Memory Buffer),true,[4] (avg 4.00),4,A conservative tinc TCP overflow reproducer that sends a large post-connect packet to the vulnerable service as a crash-only stand-in for the reference's authenticated peer trigger.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/35441; https://nvd.nist.gov/vuln/detail/CVE-2013-1428
exploitdb,edb-35660,remote,ProjectSend,"An attacker can upload a PHP file and then request it directly from a web-accessible upload directory, leading to arbitrary code execution on the server.",CVE-2014-9567,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,A ProjectSend upload probe that preserves the original `process-upload.php?name=` flow and swaps the reference PHP payload for a benign marker-printing file fetched back from the standard upload locations.,N/N/N,,https://www.exploit-db.com/exploits/35660; https://nvd.nist.gov/vuln/detail/CVE-2014-9567
exploitdb,edb-36264,remote,Seagate Business NAS,A static encryption key used to generate session tokens lets remote attackers forge authenticated session cookies.,CVE-2014-8686; CVE-2014-8684; CVE-2014-8687,CWE-310 (Cryptographic Issues); CWE-327 (Use of a Broken or Risky Cryptographic Algorithm),true,[4] (avg 4.00),4,A Seagate NAS session-forgery wrapper that preserves the reference cookie decode/modify flow but stops at the admin-only configuration read instead of uploading a PHP stager.,N/N/N,,https://www.exploit-db.com/exploits/36264; https://nvd.nist.gov/vuln/detail/CVE-2014-8686; https://nvd.nist.gov/vuln/detail/CVE-2014-8684; https://nvd.nist.gov/vuln/detail/CVE-2014-8687
exploitdb,edb-36421,remote,Exim,A remote attacker can trigger a heap buffer overflow in glibc hostname resolution and potentially execute arbitrary code in the context of the vulnerable service.,CVE-2015-0235,CWE-787 (Out-of-bounds Write),true,[4] (avg 4.00),4,A bounded Exim/GHOST probe that preserves the reference HELO heap-shaping and overflow lengths from the module's `check` path without attempting information leaks or code execution.,N/N/N,,https://www.exploit-db.com/exploits/36421; https://nvd.nist.gov/vuln/detail/CVE-2015-0235
exploitdb,edb-36742,remote,ProFTPd 1.3.5,"A remote attacker can abuse the FTP SITE CPFR/CPTO functionality to copy files they should not be allowed to access, enabling arbitrary file read and write on the server.",CVE-2015-3306,CWE-284 (Improper Access Control),true,[4] (avg 4.00),4,An unauthenticated ProFTPD `mod_copy` wrapper that preserves the `SITE CPFR`/`SITE CPTO` trigger path with a benign file-copy example.,N/N/N,,https://www.exploit-db.com/exploits/36742; https://nvd.nist.gov/vuln/detail/CVE-2015-3306
exploitdb,edb-36933,remote,dhclient 4.1,"A remote attacker can supply crafted environment variable content that Bash parses as commands, leading to arbitrary command execution in the context of the target service such as dhclient.",CVE-2014-7187; CVE-2014-7186; CVE-2014-7169; CVE-2014-6278; CVE-2014-6277,CWE-119 (Improper Restriction of Operations within the Bounds of a Memory Buffer); CWE-78 (Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')),true,,4,A DHCP Shellshock responder that preserves the reference Discover/Request sniffing flow but downgrades the injected `dump_path` value to a harmless marker echo.,N/Y/N,poc: proof_marker,https://www.exploit-db.com/exploits/36933; https://nvd.nist.gov/vuln/detail/CVE-2014-7187; https://nvd.nist.gov/vuln/detail/CVE-2014-7186; https://nvd.nist.gov/vuln/detail/CVE-2014-7169; https://nvd.nist.gov/vuln/detail/CVE-2014-6278; https://nvd.nist.gov/vuln/detail/CVE-2014-6277
exploitdb,edb-36964,remote,Novell ZENworks Configuration Management,A remote attacker can supply crafted path components to write an uploaded WAR file outside the intended directory.,CVE-2015-0779,CWE-22 (Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')),true,[4] (avg 4.00),4,A Novell ZENworks arbitrary-upload wrapper that preserves the unauthenticated `UploadServlet` traversal path but swaps the WAR deployment for a static marker file under Tomcat's root webapp.,N/N/N,,https://www.exploit-db.com/exploits/36964; https://nvd.nist.gov/vuln/detail/CVE-2015-0779
exploitdb,edb-37538,dos,ISC DHCP 4.x,"A remote attacker can send a malformed client identifier that triggers an infinite loop in ISC DHCP, causing the service to consume CPU and deny service.",CVE-2012-3571,CWE-119 (Improper Restriction of Operations within the Bounds of a Memory Buffer),true,[1] (avg 1.00),1,A one-shot ISC DHCP malformed-request sender that preserves the reference zero-length client-name packet shape.,N/N/N,,https://www.exploit-db.com/exploits/37538; https://nvd.nist.gov/vuln/detail/CVE-2012-3571
exploitdb,edb-37566,dos,PHP 5.4.3,"A crafted prepared-statement parameter can make PDO read past the end of the query string buffer, leading to a memory access violation and crashing the PHP process.",CVE-2012-3450,CWE-125 (Out-of-bounds Read),false,[1] (avg 1.00),1,A minimal PDO parser trigger that preserves the reference malformed prepared-statement input while avoiding web-server framing or credential-dependent MySQL setup.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/37566; https://nvd.nist.gov/vuln/detail/CVE-2012-3450
exploitdb,edb-37783,dos,GNU glibc,"A crafted long string can trigger an integer overflow in glibc's strcoll() processing, leading to incorrect size calculations.",CVE-2012-4412,CWE-189 (Numeric Errors),true,[2] (avg 2.00),2,A build-and-run wrapper for the glibc `strcoll` integer-overflow test program from the reference artifact.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/37783; https://nvd.nist.gov/vuln/detail/CVE-2012-4412
exploitdb,edb-37990,dos,QEMU,"A guest can trigger an invalid index in the emulated programmable interrupt timer, causing memory corruption on the heap.",CVE-2015-3214,CWE-119 (Improper Restriction of Operations within the Bounds of a Memory Buffer),true,[2] (avg 2.00),2,A bounded PIT-port reader that preserves the reference `inb(IOPORT_PIT_CHANNEL0 + 3)` trigger path from the guest-side PoC.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/37990; https://nvd.nist.gov/vuln/detail/CVE-2015-3214
exploitdb,edb-38120,dos,PHP 5.4/5.5/5.6,"During unserialization, PHP can access objects or internal structures after they have already been freed.",CVE-2015-6834,CWE-416 (Use After Free),false,[3] (avg 3.00),3,An inline PHP reproducer for the `SplDoublyLinkedList` unserialize use-after-free that preserves the reference serialized object graph and fake zval layout.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/38120; https://nvd.nist.gov/vuln/detail/CVE-2015-6834
exploitdb,edb-38123,dos,PHP Session Deserializer,"A crafted PHP session payload can cause the deserializer to access memory after it has been freed, leading to crashes and potentially arbitrary code execution.",CVE-2015-6835,CWE-416 (Use After Free),false,"[4, 2] (avg 3.00)",3,An inline PHP reproducer for the session-deserializer use-after-free that preserves the reference `session_decode()` trigger string and fake zval spray.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/38123; https://nvd.nist.gov/vuln/detail/CVE-2015-6835
exploitdb,edb-38521,remote,Python RRDtool Module,Passing attacker-controlled format specifiers into `rrdtool.graph` can make the RRDtool Python module misinterpret them as format directives.,CVE-2013-2131,CWE-134 (Use of Externally-Controlled Format String),true,[1] (avg 1.00),1,No confirmed task-local PoC shape; metadata marks the PoC as needs_review because the reference artifact does not match the labeled Python RRDtool format-string vulnerability.,N/N/N,,https://www.exploit-db.com/exploits/38521; https://nvd.nist.gov/vuln/detail/CVE-2013-2131
exploitdb,edb-38854,dos,Net-SNMP,"A remote attacker can trigger the SNMP service to hang, spin, or consume CPU by inducing an AgentX subagent timeout during GETNEXT processing.",CVE-2012-6151,CWE-399 (Resource Management Errors),true,[1] (avg 1.00),1,A bounded Net-SNMP GETNEXT flood that preserves the reference OID sequence and AgentX-triggering request pattern while removing the infinite outer loop.,N/N/N,,https://www.exploit-db.com/exploits/38854; https://nvd.nist.gov/vuln/detail/CVE-2012-6151
exploitdb,edb-38994,dos,Wireshark,"A crafted packet can reach the IPMI dissector path that calls ipmi_fmt_udpport and trigger an assertion failure in Wireshark, causing the application to exit.",CVE-2015-8739,CWE-20 (Improper Input Validation),true,[1] (avg 1.00),1,Materialized the original malformed IPMI capture samples from `38994.zip` and updated `poc/run.sh` to replay the local captures with `tshark -nVxr` by default.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/38994; https://nvd.nist.gov/vuln/detail/CVE-2015-8739
exploitdb,edb-38995,dos,Wireshark,"A remote attacker can send a crafted ZigBee packet that causes Wireshark to read past valid bounds while dissecting the Total Profile Number field, leading to an application crash and denial of service.",CVE-2015-8732,CWE-20 (Improper Input Validation),true,[1] (avg 1.00),1,Materialized the original malformed ZigBee capture samples from `38995.zip` and updated `poc/run.sh` to replay the local captures with `tshark -nVxr` by default.,N/Y/N,poc: proof_marker,https://www.exploit-db.com/exploits/38995; https://nvd.nist.gov/vuln/detail/CVE-2015-8732
exploitdb,edb-38996,dos,Wireshark,"A remote attacker can send a crafted packet that makes the Wireshark RSL dissector read memory past valid bounds, leading to an application crash and denial of service.",CVE-2015-8731,CWE-20 (Improper Input Validation),true,[1] (avg 1.00),1,Materialized the original malformed RSL capture samples from `38996.zip` and updated `poc/run.sh` to replay the local captures with `tshark -nVxr` by default.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/38996; https://nvd.nist.gov/vuln/detail/CVE-2015-8731
exploitdb,edb-38997,dos,Wireshark,"A crafted MP2T file can overflow a stack buffer in Wireshark's parser, causing the application to crash and potentially corrupt execution state.",CVE-2015-8736,CWE-20 (Improper Input Validation),true,[1] (avg 1.00),1,"Copied one of the original attached MP2T crash captures into `poc/` and added `poc/run.sh`, which preserves the advisory's `tshark -nVxr <file>` trigger path against the malformed sample.",Y/N/N,analysis: deterministic_oracle,https://www.exploit-db.com/exploits/38997; https://nvd.nist.gov/vuln/detail/CVE-2015-8736
exploitdb,edb-38998,dos,Wireshark,"A crafted Bluetooth ATT packet can trigger incorrect size or offset calculations due to use of the wrong integer type, leading to an invalid write and crashing Wireshark.",CVE-2015-8735,CWE-20 (Improper Input Validation),true,[2] (avg 2.00),2,Copied the attached BT ATT crash capture into `poc/` and added a minimal `poc/run.sh` wrapper that replays it through `tshark -nVxr` to hit the vulnerable dissector path.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/38998; https://nvd.nist.gov/vuln/detail/CVE-2015-8735
exploitdb,edb-38999,dos,Wireshark,"A crafted NBAP packet can supply an unchecked item count that drives array indexing with `num_items-1` in the dissector, leading to invalid memory access and a crash.",CVE-2015-8730,CWE-20 (Improper Input Validation),true,[1] (avg 1.00),1,"Copied one of the original NBAP crash captures into `poc/` and added `poc/run.sh` to feed it back into `tshark -nVxr`, preserving the advisory's parser-trigger path.",Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/38999; https://nvd.nist.gov/vuln/detail/CVE-2015-8730
exploitdb,edb-39000,dos,Wireshark,A crafted packet can make Wireshark write past the end of a global parser buffer and crash during dissection.,CVE-2015-8728,CWE-20 (Improper Input Validation),true,[1] (avg 1.00),1,Copied the attached GSM/ANSI A mobile-identity crash sample into `poc/` and added a minimal tshark wrapper so the original malformed capture can be replayed directly.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/39000; https://nvd.nist.gov/vuln/detail/CVE-2015-8728
exploitdb,edb-39001,dos,Wireshark,"A crafted Ascend capture file can cause Wireshark to read past the end of a date string buffer, leading to a crash and denial of service.",CVE-2015-8729,CWE-20 (Improper Input Validation),true,[1] (avg 1.00),1,"Copied an original Ascend text-parser crash sample into `poc/` and added `poc/run.sh` to replay it through tshark, preserving the advisory's offline file-open trigger.",Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/39001; https://nvd.nist.gov/vuln/detail/CVE-2015-8729
exploitdb,edb-39002,dos,Wireshark,"A crafted RSVP packet can cause Wireshark to access request-key data after it has been freed, leading to an application crash and denial of service.",CVE-2015-8727,CWE-20 (Improper Input Validation),true,[1] (avg 1.00),1,Copied one of the original malformed RSVP captures into `poc/` and added a thin tshark wrapper so the sample can be replayed through the vulnerable dissector path.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/39002; https://nvd.nist.gov/vuln/detail/CVE-2015-8727
exploitdb,edb-39003,dos,Wireshark,"A remote attacker can send a crafted packet that overruns a stack buffer in the Wireshark dissector, causing the application to crash.",CVE-2015-8740; CVE-2015-8725,CWE-119 (Improper Restriction of Operations within the Bounds of a Memory Buffer); CWE-20 (Improper Input Validation),true,[1] (avg 1.00),1,"Copied the attached TDS crash capture into `poc/` and added a minimal `tshark -nVxr` wrapper, preserving the reference parser trigger path.",Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/39003; https://nvd.nist.gov/vuln/detail/CVE-2015-8740; https://nvd.nist.gov/vuln/detail/CVE-2015-8725
exploitdb,edb-39004,dos,Wireshark,"A crafted VeriWave capture file can make Wireshark read memory past valid bounds while parsing signature/MCS data, leading to an application crash and denial of service.",CVE-2015-8726,CWE-119 (Improper Restriction of Operations within the Bounds of a Memory Buffer); CWE-20 (Improper Input Validation),true,[1] (avg 1.00),1,Copied an original VeriWave parser crash capture into `poc/` and added `poc/run.sh` so the malformed sample can be replayed directly through tshark.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/39004; https://nvd.nist.gov/vuln/detail/CVE-2015-8726
exploitdb,edb-39005,dos,Wireshark,"A remote attacker can send a crafted packet that overflows a stack buffer in Wireshark's 802.11 dissector, causing the application to crash and resulting in denial of service.",CVE-2015-8723,CWE-119 (Improper Restriction of Operations within the Bounds of a Memory Buffer); CWE-20 (Improper Input Validation),true,[1] (avg 1.00),1,Copied one of the original 802.11/AirPDcap crash captures into `poc/` and added a minimal tshark wrapper that preserves the reference `tshark -nVxr` replay path.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/39005; https://nvd.nist.gov/vuln/detail/CVE-2015-8723
exploitdb,edb-39076,dos,Wireshark,"A crafted Sniffer capture file can make Wireshark read past the bounds of expected heap-backed data structures while parsing records, causing the application to crash and resulting in denial of service.",CVE-2015-8733,CWE-20 (Improper Input Validation),true,[1] (avg 1.00),1,"Copied the attached Sniffer parser crash sample into `poc/` and added `poc/run.sh` to replay it through tshark, preserving the advisory's malformed file trigger path.",Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/39076; https://nvd.nist.gov/vuln/detail/CVE-2015-8733
exploitdb,edb-39077,dos,Wireshark,"A crafted 802.11 packet can cause Wireshark to read past the end of a heap buffer while processing a WPA broadcast key, leading to an application crash and denial of service.",CVE-2015-8724,CWE-20 (Improper Input Validation),true,[1] (avg 1.00),1,Copied an original AirPDcap WPA broadcast-key crash capture into `poc/` and added a minimal tshark replay wrapper around it.,Y/N/N,analysis: deterministic_oracle,https://www.exploit-db.com/exploits/39077; https://nvd.nist.gov/vuln/detail/CVE-2015-8724
exploitdb,edb-39155,remote,lxml,"An attacker can bypass the HTML sanitizer and inject malicious script-bearing content, leading to cross-site scripting in applications that trust clean_html output.",CVE-2014-3146,CWE-79 (Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')),true,[1] (avg 1.00),1,A direct lxml `clean_html()` reproducer that reuses the advisory's control-character `javascript:` links and prints the cleaned output so the surviving dangerous schemes are visible.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/39155; https://nvd.nist.gov/vuln/detail/CVE-2014-3146
exploitdb,edb-39454,dos,glibc,"A remote attacker can send a crafted DNS response that overflows a stack buffer during getaddrinfo processing, causing a crash and potentially enabling arbitrary code execution.",CVE-2015-7547,CWE-119 (Improper Restriction of Operations within the Bounds of a Memory Buffer),true,[1] (avg 1.00),1,Copied the original Google client and DNS server proof-of-concept sources into `poc/` and added `poc/run.sh` to compile the client or launch the server.,Y/N/N,analysis: deterministic_oracle,https://www.exploit-db.com/exploits/39454; https://nvd.nist.gov/vuln/detail/CVE-2015-7547
exploitdb,edb-39514,remote,ATutor 2.2.1,"An attacker can supply crafted input to alter backend SQL queries, allowing unauthorized reading or modification of database contents.",CVE-2016-2555,CWE-89 (Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')),true,[4] (avg 4.00),4,A minimized ATutor probe that preserves the vulnerable `mods/_standard/social/connections.php` searchFriends SQLi path.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/39514; https://nvd.nist.gov/vuln/detail/CVE-2016-2555
exploitdb,edb-39545,dos,Linux Kernel 3.10/3.18 /4.4,A local user can abuse `IPT_SO_SET_REPLACE` to corrupt heap memory in the kernel netfilter path via invalid offsets or size miscalculation.,CVE-2016-3134; CVE-2016-3135,CWE-119 (Improper Restriction of Operations within the Bounds of a Memory Buffer); CWE-189 (Numeric Errors),true,[3] (avg 3.00),3,Copied the original `netfilter_setsockopt_v3.c` and `netfilter_setsockopt_v4.c` reproducers into `poc/` and added `poc/run.sh` to compile and run either variant.,N/Y/N,poc: proof_marker,https://www.exploit-db.com/exploits/39545; https://nvd.nist.gov/vuln/detail/CVE-2016-3134; https://nvd.nist.gov/vuln/detail/CVE-2016-3135
exploitdb,edb-39756,remote,Apache Struts,"An attacker can supply crafted Struts input that causes the framework to evaluate chained expressions and invoke unintended methods, leading to arbitrary code execution on the server.",CVE-2016-3081,CWE-77 (Improper Neutralization of Special Elements used in a Command ('Command Injection')),true,[4] (avg 4.00),4,Downgraded Apache Struts Dynamic Method Invocation probe using the `?method:` OGNL trigger path with a benign response-writer marker.,N/N/N,,https://www.exploit-db.com/exploits/39756; https://nvd.nist.gov/vuln/detail/CVE-2016-3081
exploitdb,edb-39768,dos,OpenSSL,A remote attacker can recover sensitive cleartext from AES-CBC TLS sessions by exploiting the padding-oracle behavior in OpenSSL's AES-NI CBC MAC check.,CVE-2016-2107,CWE-200 (Exposure of Sensitive Information to an Unauthorized Actor); CWE-310 (Cryptographic Issues),true,[2] (avg 2.00),2,"`poc/run.sh` plus `poc/rsa-overflow.xml`, preserving the reference TLS-Attacker workflow that sends a crafted RSA Finished record with explicit bytes to a target TLS server.",Y/N/N,analysis: deterministic_oracle,https://www.exploit-db.com/exploits/39768; https://nvd.nist.gov/vuln/detail/CVE-2016-2107
exploitdb,edb-39773,dos,Linux Kernel (Ubuntu 16.04),"A local attacker can trigger incorrect BPF reference-count handling so that kernel objects are freed while still in use, leading to denial of service through crashes.",CVE-2016-4558,CWE-416 (Use After Free),false,[3] (avg 3.00),3,Copied the original BPF refcount-overflow reproducer into `poc/overflow.c` and added `poc/run.sh` to compile and execute it.,Y/Y/N,analysis: deterministic_oracle; poc: proof_marker,https://www.exploit-db.com/exploits/39773; https://nvd.nist.gov/vuln/detail/CVE-2016-4558
exploitdb,edb-39919,remote,Apache Struts,"A remote attacker can craft a request to the Struts REST plugin so that unintended server-side code or method execution occurs, leading to arbitrary code execution on the target service.",CVE-2016-3087,CWE-20 (Improper Input Validation),true,[3] (avg 3.00),3,A downgraded Struts REST-plugin probe that preserves the `TARGETURI/<payload>` path shape and swaps payload upload for a benign OGNL arithmetic check reflected in the HTTP response.,Y/N/N,analysis: deterministic_oracle,https://www.exploit-db.com/exploits/39919; https://nvd.nist.gov/vuln/detail/CVE-2016-3087
exploitdb,edb-40086,remote,Ruby on Rails ActionPack Inline ERB,"An attacker can supply crafted input that gets evaluated as inline ERB/Ruby during rendering, leading to arbitrary code execution in the Rails process.",CVE-2016-2098,CWE-20 (Improper Input Validation),true,[4] (avg 4.00),4,"A Rails ActionPack inline-ERB timing probe that preserves the JSON `{""<param>"":{""inline"":""...""}}` request shape but replaces code execution with a benign `sleep` plus arithmetic expression.",N/N/N,,https://www.exploit-db.com/exploits/40086; https://nvd.nist.gov/vuln/detail/CVE-2016-2098
